ts,wall,phase,chip,duty_cycle_pct,mem_used_mib,mem_total_mib,mem_pct
1785431277.803,17:07:57,timeslice,4,0.0,0,0,0.0
1785431277.803,17:07:57,timeslice,5,0.0,0,0,0.0
1785431277.803,17:07:57,timeslice,6,0.0,0,0,0.0
1785431277.803,17:07:57,timeslice,7,0.0,0,0,0.0
1785431278.803,17:07:58,timeslice,0,0.0,0,0,0.0
1785431278.803,17:07:58,timeslice,1,0.0,0,0,0.0
1785431278.803,17:07:58,timeslice,2,0.0,0,0,0.0
1785431278.803,17:07:58,timeslice,3,0.0,0,0,0.0
1785431278.803,17:07:58,timeslice,4,0.0,0,0,0.0
1785431278.803,17:07:58,timeslice,5,0.0,0,0,0.0
1785431278.803,17:07:58,timeslice,6,0.0,0,0,0.0
1785431278.803,17:07:58,timeslice,7,0.0,0,0,0.0
1785431279.803,17:07:59,timeslice,0,0.0,0,0,0.0
1785431279.803,17:07:59,timeslice,1,0.0,0,0,0.0
1785431279.803,17:07:59,timeslice,2,0.0,0,0,0.0
1785431279.803,17:07:59,timeslice,3,0.0,0,0,0.0
1785431279.803,17:07:59,timeslice,4,0.0,0,0,0.0
1785431279.803,17:07:59,timeslice,5,0.0,0,0,0.0
1785431279.803,17:07:59,timeslice,6,0.0,0,0,0.0
1785431279.803,17:07:59,timeslice,7,0.0,0,0,0.0
1785431280.804,17:08:00,timeslice,0,0.0,0,0,0.0
1785431280.804,17:08:00,timeslice,1,0.0,0,0,0.0
1785431280.804,17:08:00,timeslice,2,0.0,0,0,0.0
1785431280.804,17:08:00,timeslice,3,0.0,0,0,0.0
1785431280.804,17:08:00,timeslice,4,0.0,0,0,0.0
1785431280.804,17:08:00,timeslice,5,0.0,0,0,0.0
1785431280.804,17:08:00,timeslice,6,0.0,0,0,0.0
1785431280.804,17:08:00,timeslice,7,0.0,0,0,0.0
1785431281.804,17:08:01,timeslice,0,0.0,0,0,0.0
1785431281.804,17:08:01,timeslice,1,0.0,0,0,0.0
1785431281.804,17:08:01,timeslice,2,0.0,0,0,0.0
1785431281.804,17:08:01,timeslice,3,0.0,0,0,0.0
1785431281.804,17:08:01,timeslice,4,0.0,0,0,0.0
1785431281.804,17:08:01,timeslice,5,0.0,0,0,0.0
1785431281.804,17:08:01,timeslice,6,0.0,0,0,0.0
1785431281.804,17:08:01,timeslice,7,0.0,0,0,0.0
1785431282.804,17:08:02,timeslice,0,0.0,0,0,0.0
1785431282.804,17:08:02,timeslice,1,0.0,0,0,0.0
1785431282.804,17:08:02,timeslice,2,0.0,0,0,0.0
1785431282.804,17:08:02,timeslice,3,0.0,0,0,0.0
1785431282.804,17:08:02,timeslice,4,0.0,0,0,0.0
1785431282.804,17:08:02,timeslice,5,0.0,0,0,0.0
1785431282.804,17:08:02,timeslice,6,0.0,0,0,0.0
1785431282.804,17:08:02,timeslice,7,0.0,0,0,0.0
1785431283.804,17:08:03,timeslice,0,0.0,0,0,0.0
1785431283.804,17:08:03,timeslice,1,0.0,0,0,0.0
1785431283.804,17:08:03,timeslice,2,0.0,0,0,0.0
1785431283.804,17:08:03,timeslice,3,0.0,0,0,0.0
1785431283.804,17:08:03,timeslice,4,0.0,0,0,0.0
1785431283.804,17:08:03,timeslice,5,0.0,0,0,0.0
1785431283.804,17:08:03,timeslice,6,0.0,0,0,0.0
1785431283.804,17:08:03,timeslice,7,0.0,0,0,0.0
1785431284.804,17:08:04,timeslice,0,0.0,0,0,0.0
1785431284.804,17:08:04,timeslice,1,0.0,0,0,0.0
1785431284.804,17:08:04,timeslice,2,0.0,0,0,0.0
1785431284.804,17:08:04,timeslice,3,0.0,0,0,0.0
1785431284.804,17:08:04,timeslice,4,0.0,0,0,0.0
1785431284.804,17:08:04,timeslice,5,0.0,0,0,0.0
1785431284.804,17:08:04,timeslice,6,0.0,0,0,0.0
1785431284.804,17:08:04,timeslice,7,0.0,0,0,0.0
1785431285.804,17:08:05,timeslice,0,0.0,0,0,0.0
1785431285.804,17:08:05,timeslice,1,0.0,0,0,0.0
1785431285.804,17:08:05,timeslice,2,0.0,0,0,0.0
1785431285.804,17:08:05,timeslice,3,0.0,0,0,0.0
1785431285.804,17:08:05,timeslice,4,0.0,0,0,0.0
1785431285.804,17:08:05,timeslice,5,0.0,0,0,0.0
1785431285.804,17:08:05,timeslice,6,0.0,0,0,0.0
1785431285.804,17:08:05,timeslice,7,0.0,0,0,0.0
1785431286.804,17:08:06,timeslice,0,0.0,0,0,0.0
1785431286.804,17:08:06,timeslice,1,0.0,0,0,0.0
1785431286.804,17:08:06,timeslice,2,0.0,0,0,0.0
1785431286.804,17:08:06,timeslice,3,0.0,0,0,0.0
1785431286.804,17:08:06,timeslice,4,0.0,0,0,0.0
1785431286.804,17:08:06,timeslice,5,0.0,0,0,0.0
1785431286.804,17:08:06,timeslice,6,0.0,0,0,0.0
1785431286.804,17:08:06,timeslice,7,0.0,0,0,0.0
1785431287.804,17:08:07,timeslice,0,0.0,0,0,0.0
1785431287.804,17:08:07,timeslice,1,0.0,0,0,0.0
1785431287.804,17:08:07,timeslice,2,0.0,0,0,0.0
1785431287.804,17:08:07,timeslice,3,0.0,0,0,0.0
1785431287.804,17:08:07,timeslice,4,0.0,0,0,0.0
1785431287.804,17:08:07,timeslice,5,0.0,0,0,0.0
1785431287.804,17:08:07,timeslice,6,0.0,0,0,0.0
1785431287.804,17:08:07,timeslice,7,0.0,0,0,0.0
1785431288.804,17:08:08,timeslice,0,0.0,0,0,0.0
1785431288.804,17:08:08,timeslice,1,0.0,0,0,0.0
1785431288.804,17:08:08,timeslice,2,0.0,0,0,0.0
1785431288.804,17:08:08,timeslice,3,0.0,0,0,0.0
1785431288.804,17:08:08,timeslice,4,0.0,0,0,0.0
1785431288.804,17:08:08,timeslice,5,0.0,0,0,0.0
1785431288.804,17:08:08,timeslice,6,0.0,0,0,0.0
1785431288.804,17:08:08,timeslice,7,0.0,0,0,0.0
1785431289.805,17:08:09,timeslice,0,0.0,0,0,0.0
1785431289.805,17:08:09,timeslice,1,0.0,0,0,0.0
1785431289.805,17:08:09,timeslice,2,0.0,0,0,0.0
1785431289.805,17:08:09,timeslice,3,0.0,0,0,0.0
1785431289.805,17:08:09,timeslice,4,0.0,0,0,0.0
1785431289.805,17:08:09,timeslice,5,0.0,0,0,0.0
1785431289.805,17:08:09,timeslice,6,0.0,0,0,0.0
1785431289.805,17:08:09,timeslice,7,0.0,0,0,0.0
1785431290.805,17:08:10,timeslice,0,0.0,0,0,0.0
1785431290.805,17:08:10,timeslice,1,0.0,0,0,0.0
1785431290.805,17:08:10,timeslice,2,0.0,0,0,0.0
1785431290.805,17:08:10,timeslice,3,0.0,0,0,0.0
1785431290.805,17:08:10,timeslice,4,0.0,0,0,0.0
1785431290.805,17:08:10,timeslice,5,0.0,0,0,0.0
1785431290.805,17:08:10,timeslice,6,0.0,0,0,0.0
1785431290.805,17:08:10,timeslice,7,0.0,0,0,0.0
1785431291.805,17:08:11,timeslice,0,0.0,0,0,0.0
1785431291.805,17:08:11,timeslice,1,0.0,0,0,0.0
1785431291.805,17:08:11,timeslice,2,0.0,0,0,0.0
1785431291.805,17:08:11,timeslice,3,0.0,0,0,0.0
1785431291.805,17:08:11,timeslice,4,0.0,0,0,0.0
1785431291.805,17:08:11,timeslice,5,0.0,0,0,0.0
1785431291.805,17:08:11,timeslice,6,0.0,0,0,0.0
1785431291.805,17:08:11,timeslice,7,0.0,0,0,0.0
1785431292.805,17:08:12,timeslice,0,0.0,0,0,0.0
1785431292.805,17:08:12,timeslice,1,0.0,0,0,0.0
1785431292.805,17:08:12,timeslice,2,0.0,0,0,0.0
1785431292.805,17:08:12,timeslice,3,0.0,0,0,0.0
1785431292.805,17:08:12,timeslice,4,0.0,0,0,0.0
1785431292.805,17:08:12,timeslice,5,0.0,0,0,0.0
1785431292.805,17:08:12,timeslice,6,0.0,0,0,0.0
1785431292.805,17:08:12,timeslice,7,0.0,0,0,0.0
1785431293.805,17:08:13,timeslice,0,0.0,0,0,0.0
1785431293.805,17:08:13,timeslice,1,0.0,0,0,0.0
1785431293.805,17:08:13,timeslice,2,0.0,0,0,0.0
1785431293.805,17:08:13,timeslice,3,0.0,0,0,0.0
1785431293.805,17:08:13,timeslice,4,0.0,0,0,0.0
1785431293.805,17:08:13,timeslice,5,0.0,0,0,0.0
1785431293.805,17:08:13,timeslice,6,0.0,0,0,0.0
1785431293.805,17:08:13,timeslice,7,0.0,0,0,0.0
1785431294.805,17:08:14,timeslice,0,0.0,0,0,0.0
1785431294.805,17:08:14,timeslice,1,0.0,0,0,0.0
1785431294.805,17:08:14,timeslice,2,0.0,0,0,0.0
1785431294.805,17:08:14,timeslice,3,0.0,0,0,0.0
1785431294.805,17:08:14,timeslice,4,0.0,0,0,0.0
1785431294.805,17:08:14,timeslice,5,0.0,0,0,0.0
1785431294.805,17:08:14,timeslice,6,0.0,0,0,0.0
1785431294.805,17:08:14,timeslice,7,0.0,0,0,0.0
1785431295.805,17:08:15,timeslice,0,0.0,0,0,0.0
1785431295.805,17:08:15,timeslice,1,0.0,0,0,0.0
1785431295.805,17:08:15,timeslice,2,0.0,0,0,0.0
1785431295.805,17:08:15,timeslice,3,0.0,0,0,0.0
1785431295.805,17:08:15,timeslice,4,0.0,0,0,0.0
1785431295.805,17:08:15,timeslice,5,0.0,0,0,0.0
1785431295.805,17:08:15,timeslice,6,0.0,0,0,0.0
1785431295.805,17:08:15,timeslice,7,0.0,0,0,0.0
1785431296.805,17:08:16,timeslice,0,0.0,0,0,0.0
1785431296.805,17:08:16,timeslice,1,0.0,0,0,0.0
1785431296.805,17:08:16,timeslice,2,0.0,0,0,0.0
1785431296.805,17:08:16,timeslice,3,0.0,0,0,0.0
1785431296.805,17:08:16,timeslice,4,0.0,0,0,0.0
1785431296.805,17:08:16,timeslice,5,0.0,0,0,0.0
1785431296.805,17:08:16,timeslice,6,0.0,0,0,0.0
1785431296.805,17:08:16,timeslice,7,0.0,0,0,0.0
1785431297.805,17:08:17,timeslice,0,0.0,0,0,0.0
1785431297.805,17:08:17,timeslice,1,0.0,0,0,0.0
1785431297.805,17:08:17,timeslice,2,0.0,0,0,0.0
1785431297.805,17:08:17,timeslice,3,0.0,0,0,0.0
1785431297.805,17:08:17,timeslice,4,0.0,0,0,0.0
1785431297.805,17:08:17,timeslice,5,0.0,0,0,0.0
1785431297.805,17:08:17,timeslice,6,0.0,0,0,0.0
1785431297.805,17:08:17,timeslice,7,0.0,0,0,0.0
1785431298.806,17:08:18,timeslice,0,0.0,0,0,0.0
1785431298.806,17:08:18,timeslice,1,0.0,0,0,0.0
1785431298.806,17:08:18,timeslice,2,0.0,0,0,0.0
1785431298.806,17:08:18,timeslice,3,0.0,0,0,0.0
1785431298.806,17:08:18,timeslice,4,0.0,0,0,0.0
1785431298.806,17:08:18,timeslice,5,0.0,0,0,0.0
1785431298.806,17:08:18,timeslice,6,0.0,0,0,0.0
1785431298.806,17:08:18,timeslice,7,0.0,0,0,0.0
1785431299.806,17:08:19,timeslice,0,0.0,0,0,0.0
1785431299.806,17:08:19,timeslice,1,0.0,0,0,0.0
1785431299.806,17:08:19,timeslice,2,0.0,0,0,0.0
1785431299.806,17:08:19,timeslice,3,0.0,0,0,0.0
1785431299.806,17:08:19,timeslice,4,0.0,0,0,0.0
1785431299.806,17:08:19,timeslice,5,0.0,0,0,0.0
1785431299.806,17:08:19,timeslice,6,0.0,0,0,0.0
1785431299.806,17:08:19,timeslice,7,0.0,0,0,0.0
1785431300.806,17:08:20,timeslice,0,0.0,0,0,0.0
1785431300.806,17:08:20,timeslice,1,0.0,0,0,0.0
1785431300.806,17:08:20,timeslice,2,0.0,0,0,0.0
1785431300.806,17:08:20,timeslice,3,0.0,0,0,0.0
1785431300.806,17:08:20,timeslice,4,0.0,0,0,0.0
1785431300.806,17:08:20,timeslice,5,0.0,0,0,0.0
1785431300.806,17:08:20,timeslice,6,0.0,0,0,0.0
1785431300.806,17:08:20,timeslice,7,0.0,0,0,0.0
1785431301.806,17:08:21,timeslice,0,0.0,0,0,0.0
1785431301.806,17:08:21,timeslice,1,0.0,0,0,0.0
1785431301.806,17:08:21,timeslice,2,0.0,0,0,0.0
1785431301.806,17:08:21,timeslice,3,0.0,0,0,0.0
1785431301.806,17:08:21,timeslice,4,0.0,0,0,0.0
1785431301.806,17:08:21,timeslice,5,0.0,0,0,0.0
1785431301.806,17:08:21,timeslice,6,0.0,0,0,0.0
1785431301.806,17:08:21,timeslice,7,0.0,0,0,0.0
1785431302.806,17:08:22,timeslice,0,0.0,0,0,0.0
1785431302.806,17:08:22,timeslice,1,0.0,0,0,0.0
1785431302.806,17:08:22,timeslice,2,0.0,0,0,0.0
