ts,wall,phase,chip,duty_cycle_pct,mem_used_mib,mem_total_mib,mem_pct
1785431242.624,17:07:22,timeslice,5,98.4,8686,16126,53.9
1785431242.624,17:07:22,timeslice,6,56.6,8544,16126,53.0
1785431242.624,17:07:22,timeslice,7,97.0,8622,16126,53.5
1785431243.624,17:07:23,timeslice,0,98.5,10603,16126,65.8
1785431243.624,17:07:23,timeslice,1,98.2,10603,16126,65.8
1785431243.624,17:07:23,timeslice,2,98.8,10603,16126,65.8
1785431243.624,17:07:23,timeslice,3,98.2,10603,16126,65.8
1785431243.624,17:07:23,timeslice,4,98.2,10603,16126,65.8
1785431243.624,17:07:23,timeslice,5,98.3,10603,16126,65.8
1785431243.624,17:07:23,timeslice,6,98.3,10605,16126,65.8
1785431243.624,17:07:23,timeslice,7,98.1,10603,16126,65.8
1785431244.624,17:07:24,timeslice,0,98.5,10603,16126,65.8
1785431244.624,17:07:24,timeslice,1,98.2,10603,16126,65.8
1785431244.624,17:07:24,timeslice,2,98.8,10603,16126,65.8
1785431244.624,17:07:24,timeslice,3,98.2,10603,16126,65.8
1785431244.624,17:07:24,timeslice,4,98.2,10603,16126,65.8
1785431244.624,17:07:24,timeslice,5,98.3,10603,16126,65.8
1785431244.624,17:07:24,timeslice,6,98.3,10605,16126,65.8
1785431244.624,17:07:24,timeslice,7,98.1,10603,16126,65.8
1785431245.624,17:07:25,timeslice,0,98.5,10603,16126,65.8
1785431245.624,17:07:25,timeslice,1,98.2,10603,16126,65.8
1785431245.624,17:07:25,timeslice,2,98.8,10603,16126,65.8
1785431245.624,17:07:25,timeslice,3,98.2,10603,16126,65.8
1785431245.624,17:07:25,timeslice,4,98.2,10603,16126,65.8
1785431245.624,17:07:25,timeslice,5,98.3,10603,16126,65.8
1785431245.624,17:07:25,timeslice,6,98.3,10605,16126,65.8
1785431245.624,17:07:25,timeslice,7,98.1,10603,16126,65.8
1785431246.624,17:07:26,timeslice,0,98.5,10603,16126,65.8
1785431246.624,17:07:26,timeslice,1,98.2,10603,16126,65.8
1785431246.624,17:07:26,timeslice,2,98.8,10603,16126,65.8
1785431246.624,17:07:26,timeslice,3,98.2,10603,16126,65.8
1785431246.624,17:07:26,timeslice,4,98.2,10603,16126,65.8
1785431246.624,17:07:26,timeslice,5,98.3,10603,16126,65.8
1785431246.624,17:07:26,timeslice,6,98.3,10605,16126,65.8
1785431246.624,17:07:26,timeslice,7,98.1,10603,16126,65.8
1785431247.624,17:07:27,timeslice,0,98.5,10603,16126,65.8
1785431247.624,17:07:27,timeslice,1,98.2,10603,16126,65.8
1785431247.624,17:07:27,timeslice,2,98.8,10603,16126,65.8
1785431247.624,17:07:27,timeslice,3,98.2,10603,16126,65.8
1785431247.624,17:07:27,timeslice,4,98.2,10603,16126,65.8
1785431247.624,17:07:27,timeslice,5,98.3,10603,16126,65.8
1785431247.624,17:07:27,timeslice,6,98.3,10605,16126,65.8
1785431247.624,17:07:27,timeslice,7,98.1,10603,16126,65.8
1785431248.624,17:07:28,timeslice,0,96.5,10743,16126,66.6
1785431248.624,17:07:28,timeslice,1,96.5,10743,16126,66.6
1785431248.624,17:07:28,timeslice,2,96.5,10743,16126,66.6
1785431248.624,17:07:28,timeslice,3,96.6,10743,16126,66.6
1785431248.624,17:07:28,timeslice,4,96.8,10743,16126,66.6
1785431248.624,17:07:28,timeslice,5,96.7,10743,16126,66.6
1785431248.624,17:07:28,timeslice,6,96.5,10744,16126,66.6
1785431248.624,17:07:28,timeslice,7,96.2,10743,16126,66.6
1785431249.624,17:07:29,timeslice,0,96.5,10743,16126,66.6
1785431249.624,17:07:29,timeslice,1,96.5,10743,16126,66.6
1785431249.624,17:07:29,timeslice,2,96.5,10743,16126,66.6
1785431249.624,17:07:29,timeslice,3,96.6,10743,16126,66.6
1785431249.624,17:07:29,timeslice,4,96.8,10743,16126,66.6
1785431249.624,17:07:29,timeslice,5,96.7,10743,16126,66.6
1785431249.624,17:07:29,timeslice,6,96.5,10744,16126,66.6
1785431249.624,17:07:29,timeslice,7,96.2,10743,16126,66.6
1785431250.625,17:07:30,timeslice,0,96.5,10743,16126,66.6
1785431250.625,17:07:30,timeslice,1,96.5,10743,16126,66.6
1785431250.625,17:07:30,timeslice,2,96.5,10743,16126,66.6
1785431250.625,17:07:30,timeslice,3,96.6,10743,16126,66.6
1785431250.625,17:07:30,timeslice,4,96.8,10743,16126,66.6
1785431250.625,17:07:30,timeslice,5,96.7,10743,16126,66.6
1785431250.625,17:07:30,timeslice,6,96.5,10744,16126,66.6
1785431250.625,17:07:30,timeslice,7,96.2,10743,16126,66.6
1785431251.625,17:07:31,timeslice,0,96.5,10743,16126,66.6
1785431251.625,17:07:31,timeslice,1,96.5,10743,16126,66.6
1785431251.625,17:07:31,timeslice,2,96.5,10743,16126,66.6
1785431251.625,17:07:31,timeslice,3,96.6,10743,16126,66.6
1785431251.625,17:07:31,timeslice,4,96.8,10743,16126,66.6
1785431251.625,17:07:31,timeslice,5,96.7,10743,16126,66.6
1785431251.625,17:07:31,timeslice,6,96.5,10744,16126,66.6
1785431251.625,17:07:31,timeslice,7,96.2,10743,16126,66.6
1785431252.625,17:07:32,timeslice,0,96.5,10743,16126,66.6
1785431252.625,17:07:32,timeslice,1,96.5,10743,16126,66.6
1785431252.625,17:07:32,timeslice,2,96.5,10743,16126,66.6
1785431252.625,17:07:32,timeslice,3,96.6,10743,16126,66.6
1785431252.625,17:07:32,timeslice,4,96.8,10743,16126,66.6
1785431252.625,17:07:32,timeslice,5,96.7,10743,16126,66.6
1785431252.625,17:07:32,timeslice,6,96.5,10744,16126,66.6
1785431252.625,17:07:32,timeslice,7,96.2,10743,16126,66.6
1785431253.625,17:07:33,timeslice,0,100.0,8510,16126,52.8
1785431253.625,17:07:33,timeslice,1,100.0,8575,16126,53.2
1785431253.625,17:07:33,timeslice,2,100.0,8559,16126,53.1
1785431253.625,17:07:33,timeslice,3,100.0,8575,16126,53.2
