ts,wall,phase,chip,duty_cycle_pct,mem_used_mib,mem_total_mib,mem_pct
1785433062.717,17:37:42,baseline,3,99.1,8559,16126,53.1
1785433062.717,17:37:42,baseline,4,99.1,8718,16126,54.1
1785433062.717,17:37:42,baseline,5,98.8,8590,16126,53.3
1785433062.717,17:37:42,baseline,6,99.0,8528,16126,52.9
1785433062.717,17:37:42,baseline,7,99.1,8559,16126,53.1
1785433063.717,17:37:43,baseline,0,98.8,8718,16126,54.1
1785433063.717,17:37:43,baseline,1,99.1,8654,16126,53.7
1785433063.717,17:37:43,baseline,2,98.9,8575,16126,53.2
1785433063.717,17:37:43,baseline,3,99.1,8559,16126,53.1
1785433063.717,17:37:43,baseline,4,99.1,8718,16126,54.1
1785433063.717,17:37:43,baseline,5,98.8,8590,16126,53.3
1785433063.717,17:37:43,baseline,6,99.0,8528,16126,52.9
1785433063.717,17:37:43,baseline,7,99.1,8559,16126,53.1
1785433064.718,17:37:44,baseline,0,98.8,8718,16126,54.1
1785433064.718,17:37:44,baseline,1,99.1,8654,16126,53.7
1785433064.718,17:37:44,baseline,2,98.9,8575,16126,53.2
1785433064.718,17:37:44,baseline,3,99.1,8559,16126,53.1
1785433064.718,17:37:44,baseline,4,99.1,8718,16126,54.1
1785433064.718,17:37:44,baseline,5,98.8,8590,16126,53.3
1785433064.718,17:37:44,baseline,6,99.0,8528,16126,52.9
1785433064.718,17:37:44,baseline,7,99.1,8559,16126,53.1
1785433065.718,17:37:45,baseline,0,96.0,10603,16126,65.8
1785433065.718,17:37:45,baseline,1,96.4,10603,16126,65.8
1785433065.718,17:37:45,baseline,2,96.3,10603,16126,65.8
1785433065.718,17:37:45,baseline,3,96.5,10603,16126,65.8
1785433065.718,17:37:45,baseline,4,96.4,10603,16126,65.8
1785433065.718,17:37:45,baseline,5,96.2,10603,16126,65.8
1785433065.718,17:37:45,baseline,6,96.7,10605,16126,65.8
1785433065.718,17:37:45,baseline,7,96.4,10603,16126,65.8
1785433066.718,17:37:46,baseline,0,96.0,10603,16126,65.8
1785433066.718,17:37:46,baseline,1,96.4,10603,16126,65.8
1785433066.718,17:37:46,baseline,2,96.3,10603,16126,65.8
1785433066.718,17:37:46,baseline,3,96.5,10603,16126,65.8
1785433066.718,17:37:46,baseline,4,96.4,10603,16126,65.8
1785433066.718,17:37:46,baseline,5,96.2,10603,16126,65.8
1785433066.718,17:37:46,baseline,6,96.7,10605,16126,65.8
1785433066.718,17:37:46,baseline,7,96.4,10603,16126,65.8
1785433067.718,17:37:47,baseline,0,96.0,10603,16126,65.8
1785433067.718,17:37:47,baseline,1,96.4,10603,16126,65.8
1785433067.718,17:37:47,baseline,2,96.3,10603,16126,65.8
1785433067.718,17:37:47,baseline,3,96.5,10603,16126,65.8
1785433067.718,17:37:47,baseline,4,96.4,10603,16126,65.8
1785433067.718,17:37:47,baseline,5,96.2,10603,16126,65.8
1785433067.718,17:37:47,baseline,6,96.7,10605,16126,65.8
1785433067.718,17:37:47,baseline,7,96.4,10603,16126,65.8
1785433068.718,17:37:48,baseline,0,96.0,10603,16126,65.8
1785433068.718,17:37:48,baseline,1,96.4,10603,16126,65.8
1785433068.718,17:37:48,baseline,2,96.3,10603,16126,65.8
1785433068.718,17:37:48,baseline,3,96.5,10603,16126,65.8
1785433068.718,17:37:48,baseline,4,96.4,10603,16126,65.8
1785433068.718,17:37:48,baseline,5,96.2,10603,16126,65.8
1785433068.718,17:37:48,baseline,6,96.7,10605,16126,65.8
1785433068.718,17:37:48,baseline,7,96.4,10603,16126,65.8
1785433069.718,17:37:49,baseline,0,96.0,10603,16126,65.8
1785433069.718,17:37:49,baseline,1,96.4,10603,16126,65.8
1785433069.718,17:37:49,baseline,2,96.3,10603,16126,65.8
1785433069.718,17:37:49,baseline,3,96.5,10603,16126,65.8
1785433069.718,17:37:49,baseline,4,96.4,10603,16126,65.8
1785433069.718,17:37:49,baseline,5,96.2,10603,16126,65.8
1785433069.718,17:37:49,baseline,6,96.7,10605,16126,65.8
1785433069.718,17:37:49,baseline,7,96.4,10603,16126,65.8
1785433070.718,17:37:50,baseline,0,100.0,8478,16126,52.6
1785433070.718,17:37:50,baseline,1,100.0,8478,16126,52.6
1785433070.718,17:37:50,baseline,2,100.0,8543,16126,53.0
1785433070.718,17:37:50,baseline,3,100.0,8575,16126,53.2
1785433070.718,17:37:50,baseline,4,100.0,8606,16126,53.4
1785433070.718,17:37:50,baseline,5,100.0,8590,16126,53.3
1785433070.718,17:37:50,baseline,6,100.0,8592,16126,53.3
1785433070.718,17:37:50,baseline,7,100.0,8575,16126,53.2
1785433071.718,17:37:51,baseline,0,100.0,8478,16126,52.6
1785433071.718,17:37:51,baseline,1,100.0,8478,16126,52.6
1785433071.718,17:37:51,baseline,2,100.0,8543,16126,53.0
1785433071.718,17:37:51,baseline,3,100.0,8575,16126,53.2
1785433071.718,17:37:51,baseline,4,100.0,8606,16126,53.4
1785433071.718,17:37:51,baseline,5,100.0,8590,16126,53.3
1785433071.718,17:37:51,baseline,6,100.0,8592,16126,53.3
1785433071.718,17:37:51,baseline,7,100.0,8575,16126,53.2
1785433072.718,17:37:52,baseline,0,100.0,8478,16126,52.6
1785433072.718,17:37:52,baseline,1,100.0,8478,16126,52.6
1785433072.718,17:37:52,baseline,2,100.0,8543,16126,53.0
1785433072.718,17:37:52,baseline,3,100.0,8575,16126,53.2
1785433072.718,17:37:52,baseline,4,100.0,8606,16126,53.4
1785433072.718,17:37:52,baseline,5,100.0,8590,16126,53.3
1785433072.718,17:37:52,baseline,6,100.0,8592,16126,53.3
1785433072.718,17:37:52,baseline,7,100.0,8575,16126,53.2
1785433073.719,17:37:53,baseline,0,100.0,8478,16126,52.6
1785433073.719,17:37:53,baseline,1,100.0,8478,16126,52.6
1785433073.719,17:37:53,baseline,2,100.0,8543,16126,53.0
1785433073.719,17:37:53,baseline,3,100.0,8575,16126,53.2
1785433073.719,17:37:53,baseline,4,100.0,8606,16126,53.4
1785433073.719,17:37:53,baseline,5,100.0,8590,16126,53.3
1785433073.719,17:37:53,baseline,6,100.0,8592,16126,53.3
1785433073.719,17:37:53,baseline,7,100.0,8575,16126,53.2
1785433074.719,17:37:54,baseline,0,100.0,8478,16126,52.6
1785433074.719,17:37:54,baseline,1,100.0,8478,16126,52.6
1785433074.719,17:37:54,baseline,2,100.0,8543,16126,53.0
1785433074.719,17:37:54,baseline,3,100.0,8575,16126,53.2
